iter	Passed	Remaining
9262	91515	402510
9263	91526	402507
9264	91535	402493
9265	91545	402482
9266	91555	402473
9267	91580	402530
9268	91590	402519
9269	91599	402507
9270	91609	402499
9271	91619	402489
9272	91628	402474
9273	91639	402469
9274	91648	402456
9275	91657	402443
9276	91668	402438
9277	91678	402427
9278	91686	402412
9279	91696	402402
9280	91706	402393
9281	91715	402378
9282	91724	402362
9283	91733	402349
9284	91742	402335
9285	91751	402324
9286	91762	402319
9287	91771	402306
9288	91780	402290
9289	91789	402275
9290	91797	402260
9291	91809	402257
9292	91820	402255
9293	91829	402239
9294	91838	402227
9295	91847	402211
9296	91856	402199
9297	91868	402198
9298	91879	402193
9299	91889	402184
9300	91898	402167
9301	91906	402150
9302	91915	402136
9303	91924	402124
9304	91933	402109
9305	91942	402095
9306	91950	402077
9307	91958	402061
9308	91967	402047
9309	91976	402031
9310	91984	402016
9311	91993	402002
9312	92003	401989
9313	92011	401974
9314	92020	401960
9315	92029	401944
9316	92037	401928
9317	92046	401913
9318	92056	401902
9319	92064	401885
9320	92073	401873
9321	92085	401871
9322	92096	401865
9323	92104	401851
9324	92113	401837
9325	92124	401828
9326	92132	401814
9327	92142	401802
9328	92152	401792
9329	92160	401776
9330	92171	401769
9331	92179	401754
9332	92189	401744
9333	92200	401740
9334	92210	401728
9335	92218	401713
9336	92227	401698
9337	92238	401693
9338	92248	401683
9339	92260	401680
9340	92271	401677
9341	92280	401664
9342	92290	401652
9343	92298	401636
9344	92307	401622
9345	92315	401606
9346	92325	401593
9347	92334	401583
9348	92346	401580
9349	92355	401565
9350	92363	401547
9351	92372	401534
9352	92383	401528
9353	92392	401514
9354	92401	401501
9355	92410	401490
9356	92421	401484
9357	92430	401471
9358	92439	401458
9359	92448	401442
9360	92459	401437
9361	92469	401427
9362	92477	401412
9363	92485	401393
9364	92494	401379
9365	92503	401365
9366	92513	401354
9367	92521	401339
9368	92531	401327
9369	92540	401314
9370	92550	401305
9371	92559	401293
9372	92568	401278
9373	92578	401268
9374	92586	401253
9375	92598	401249
9376	92607	401237
9377	92618	401231
9378	92627	401217
9379	92636	401203
9380	92646	401193
9381	92657	401190
9382	92667	401179
9383	92676	401166
9384	92685	401153
9385	92694	401141
9386	92704	401129
9387	92715	401123
9388	92723	401108
9389	92732	401094
9390	92743	401086
9391	92752	401073
9392	92761	401062
9393	92771	401050
9394	92780	401036
9395	92790	401027
9396	92799	401016
9397	92813	401023
9398	92826	401027
9399	92836	401018
9400	92847	401010
9401	92856	400996
9402	92865	400984
9403	92874	400969
9404	92887	400972
9405	92896	400962
9406	92906	400951
9407	92915	400939
9408	92924	400924
9409	92932	400906
9410	92941	400893
9411	92950	400879
9412	92960	400871
9413	92970	400858
9414	92978	400841
9415	92987	400826
9416	92996	400814
9417	93007	400808
9418	93018	400806
9419	93027	400792
9420	93038	400786
9421	93046	400769
9422	93055	400755
9423	93064	400741
9424	93073	400726
9425	93085	400727
9426	93094	400712
9427	93105	400706
9428	93114	400693
9429	93123	400682
9430	93133	400671
9431	93142	400656
9432	93152	400650
9433	93162	400637
9434	93173	400632
9435	93181	400616
9436	93190	400601
9437	93199	400589
9438	93208	400574
9439	93217	400562
9440	93226	400548
9441	93235	400533
9442	93243	400517
9443	93252	400504
9444	93262	400491
9445	93273	400486
9446	93282	400472
9447	93292	400463
9448	93303	400462
9449	93316	400462
9450	93324	400447
9451	93333	400433
9452	93344	400428
9453	93353	400415
9454	93363	400405
9455	93373	400393
9456	93382	400380
9457	93391	400368
9458	93400	400353
9459	93408	400337
9460	93417	400323
9461	93427	400313
9462	93436	400301
9463	93448	400300
9464	93456	400281
9465	93464	400264
9466	93472	400246
9467	93481	400229
9468	93490	400216
9469	93498	400201
9470	93507	400186
9471	93516	400172
9472	93525	400158
9473	93536	400152
9474	93544	400138
9475	93554	400127
9476	93563	400112
9477	93572	400101
9478	93582	400089
9479	93590	400074
9480	93599	400059
9481	93608	400044
9482	93616	400028
9483	93625	400013
9484	93635	400004
9485	93646	399997
9486	93654	399982
9487	93663	399967
9488	93672	399954
9489	93681	399940
9490	93690	399926
9491	93699	399911
9492	93707	399896
9493	93716	399883
9494	93726	399871
9495	93735	399857
9496	93744	399847
9497	93753	399834
9498	93763	399823
9499	93775	399822
9500	93785	399813
9501	93796	399808
9502	93807	399804
9503	93817	399793
9504	93831	399800
9505	93839	399784
9506	93848	399770
9507	93861	399771
9508	93870	399758
9509	93880	399749
9510	93890	399739
9511	93900	399729
9512	93909	399718
9513	93919	399706
9514	93927	399691
9515	93936	399677
9516	93947	399669
9517	93956	399658
9518	93965	399644
9519	93977	399643
9520	93989	399641
9521	93997	399624
9522	94005	399608
9523	94014	399591
9524	94022	399576
9525	94031	399563
9526	94040	399549
9527	94050	399540
9528	94061	399532
9529	94072	399529
9530	94082	399518
9531	94091	399508
9532	94104	399509
9533	94113	399495
9534	94124	399491
9535	94133	399477
9536	94143	399467
9537	94155	399466
9538	94165	399460
9539	94175	399449
9540	94187	399446
9541	94196	399434
9542	94205	399419
9543	94213	399403
9544	94222	399387
9545	94230	399371
9546	94239	399356
9547	94248	399342
9548	94257	399328
9549	94266	399316
9550	94278	399315
9551	94287	399301
9552	94296	399288
9553	94307	399282
9554	94315	399268
9555	94327	399266
9556	94336	399251
9557	94348	399249
9558	94359	399244
9559	94368	399230
9560	94379	399228
9561	94388	399213
9562	94397	399200
9563	94408	399196
9564	94417	399181
9565	94426	399168
9566	94435	399153
9567	94446	399151
9568	94458	399146
9569	94467	399134
9570	94477	399127
9571	94487	399116
9572	94497	399106
9573	94506	399093
9574	94515	399079
9575	94524	399067
9576	94533	399053
9577	94542	399039
9578	94551	399023
9579	94560	399010
9580	94568	398995
9581	94577	398979
9582	94586	398966
9583	94595	398952
9584	94606	398946
9585	94614	398929
9586	94623	398915
9587	94634	398910
9588	94645	398907
9589	94655	398895
9590	94663	398881
9591	94675	398878
9592	94684	398865
9593	94695	398859
9594	94706	398855
9595	94717	398851
9596	94728	398843
9597	94737	398830
9598	94745	398813
9599	94754	398800
9600	94763	398785
9601	94774	398782
9602	94783	398767
9603	94792	398756
9604	94805	398757
9605	94817	398757
9606	94828	398752
9607	94837	398738
9608	94846	398724
9609	94857	398718
9610	94866	398704
9611	94875	398693
9612	94886	398688
9613	94896	398676
9614	94907	398671
9615	94916	398657
9616	94925	398645
9617	94935	398638
9618	94946	398629
9619	94954	398615
9620	94968	398620
9621	94981	398625
9622	94999	398649
9623	95009	398639
9624	95019	398629
9625	95029	398620
9626	95039	398609
9627	95048	398599
9628	95060	398596
9629	95070	398585
9630	95079	398572
9631	95088	398560
9632	95097	398548
9633	95107	398536
9634	95116	398524
9635	95126	398515
9636	95135	398502
9637	95146	398495
9638	95154	398479
9639	95164	398466
9640	95173	398455
9641	95182	398440
9642	95192	398432
9643	95201	398419
9644	95211	398410
9645	95220	398395
9646	95229	398381
9647	95237	398366
9648	95246	398352
9649	95256	398339
9650	95267	398335
9651	95277	398325
9652	95286	398313
9653	95297	398308
9654	95305	398292
9655	95315	398281
9656	95324	398265
9657	95336	398265
9658	95345	398253
9659	95354	398240
9660	95365	398234
9661	95374	398222
9662	95384	398212
9663	95393	398198
9664	95402	398184
9665	95410	398167
9666	95419	398153
9667	95428	398140
9668	95440	398138
9669	95449	398127
9670	95458	398113
9671	95467	398099
9672	95478	398093
9673	95488	398084
9674	95497	398069
9675	95505	398052
9676	95514	398038
9677	95523	398025
9678	95532	398012
9679	95541	397997
9680	95549	397983
9681	95558	397969
9682	95567	397954
9683	95576	397941
9684	95586	397931
9685	95598	397928
9686	95607	397915
9687	95616	397902
9688	95627	397899
9689	95636	397886
9690	95645	397869
9691	95653	397855
9692	95663	397844
9693	95672	397829
9694	95681	397818
9695	95692	397811
9696	95704	397809
9697	95713	397797
9698	95722	397783
9699	95731	397771
9700	95740	397756
9701	95750	397750
9702	95759	397735
9703	95768	397722
9704	95778	397711
9705	95790	397708
9706	95798	397694
9707	95807	397681
9708	95816	397666
9709	95826	397657
9710	95836	397647
9711	95845	397635
9712	95855	397626
9713	95865	397614
9714	95874	397603
9715	95883	397590
9716	95894	397582
9717	95903	397567
9718	95912	397555
9719	95921	397544
9720	95931	397534
9721	95941	397524
9722	95951	397516
9723	95963	397514
9724	95973	397505
9725	95983	397495
9726	95993	397483
9727	96003	397474
9728	96014	397469
9729	96026	397468
9730	96035	397457
9731	96047	397455
9732	96058	397449
9733	96069	397445
9734	96078	397431
9735	96087	397419
9736	96097	397409
9737	96107	397398
9738	96115	397381
9739	96124	397370
9740	96133	397356
9741	96141	397339
9742	96150	397324
9743	96159	397310
9744	96168	397295
9745	96177	397284
9746	96186	397271
9747	96196	397261
9748	96205	397248
9749	96215	397236
9750	96225	397227
9751	96237	397226
9752	96246	397213
9753	96254	397196
9754	96263	397181
9755	96273	397172
9756	96282	397161
9757	96291	397148
9758	96304	397148
9759	96312	397134
9760	96322	397122
9761	96331	397111
9762	96340	397095
9763	96349	397084
9764	96361	397083
9765	96371	397073
9766	96381	397064
9767	96391	397055
9768	96401	397042
9769	96410	397029
9770	96419	397018
9771	96429	397007
9772	96442	397009
9773	96450	396993
9774	96458	396977
9775	96468	396965
9776	96477	396951
9777	96485	396937
9778	96495	396926
9779	96504	396912
9780	96514	396901
9781	96523	396888
9782	96532	396874
9783	96541	396863
9784	96550	396851
9785	96559	396836
9786	96584	396887
9787	96593	396874
9788	96602	396861
9789	96611	396846
9790	96622	396842
9791	96631	396829
9792	96641	396821
9793	96650	396808
9794	96659	396794
9795	96668	396781
9796	96677	396765
9797	96686	396752
9798	96695	396738
9799	96704	396726
9800	96713	396714
9801	96722	396697
9802	96731	396686
9803	96742	396680
9804	96752	396673
9805	96762	396660
9806	96771	396646
9807	96780	396635
9808	96789	396622
9809	96798	396610
9810	96808	396600
9811	96821	396600
9812	96830	396586
9813	96839	396574
9814	96848	396562
9815	96857	396547
9816	96869	396546
9817	96878	396534
9818	96889	396529
9819	96900	396521
9820	96909	396510
9821	96919	396499
9822	96927	396484
9823	96937	396472
9824	96946	396461
9825	96956	396449
9826	96965	396435
9827	96973	396421
9828	96982	396405
9829	96992	396396
9830	97001	396382
9831	97010	396371
9832	97022	396368
9833	97032	396361
9834	97042	396349
9835	97050	396334
9836	97059	396318
9837	97068	396306
9838	97078	396295
9839	97087	396285
9840	97100	396287
9841	97111	396280
9842	97125	396289
9843	97134	396275
9844	97143	396262
9845	97152	396249
9846	97162	396238
9847	97171	396225
9848	97181	396216
9849	97191	396206
9850	97201	396196
9851	97211	396187
9852	97221	396180
9853	97232	396175
9854	97242	396162
9855	97252	396152
9856	97261	396141
9857	97275	396147
9858	97286	396143
9859	97296	396133
9860	97306	396123
9861	97316	396114
9862	97326	396107
9863	97336	396097
9864	97345	396083
9865	97354	396070
9866	97365	396064
9867	97375	396054
9868	97387	396054
9869	97396	396041
9870	97405	396025
9871	97414	396014
9872	97425	396009
9873	97435	395997
9874	97446	395992
9875	97454	395977
9876	97464	395966
9877	97473	395951
9878	97481	395936
9879	97490	395923
9880	97499	395908
9881	97507	395893
9882	97516	395879
9883	97525	395866
9884	97535	395855
9885	97544	395843
9886	97554	395831
9887	97563	395819
9888	97572	395804
9889	97584	395805
9890	97595	395800
9891	97604	395786
9892	97613	395772
9893	97624	395766
9894	97636	395766
9895	97647	395762
9896	97656	395749
9897	97666	395739
9898	97675	395726
9899	97685	395716
9900	97695	395708
9901	97705	395695
9902	97713	395681
9903	97723	395668
9904	97731	395654
9905	97741	395643
9906	97750	395629
9907	97759	395614
9908	97767	395597
9909	97776	395586
9910	97785	395572
9911	97795	395561
9912	97805	395553
9913	97815	395544
9914	97825	395533
9915	97834	395521
9916	97843	395510
9917	97855	395506
9918	97864	395492
9919	97874	395483
9920	97884	395473
9921	97892	395458
9922	97901	395443
9923	97910	395430
9924	97920	395420
9925	97929	395406
9926	97938	395396
9927	97947	395382
9928	97957	395371
9929	97966	395359
9930	97977	395354
9931	97987	395342
9932	97996	395331
9933	98006	395320
9934	98014	395304
9935	98023	395292
9936	98033	395279
9937	98043	395272
9938	98056	395273
9939	98066	395265
9940	98076	395255
9941	98086	395247
9942	98095	395235
9943	98105	395224
9944	98115	395215
9945	98127	395213
9946	98136	395200
9947	98145	395185
9948	98154	395171
9949	98165	395166
9950	98178	395170
9951	98188	395160
9952	98197	395146
9953	98206	395136
9954	98216	395125
9955	98228	395123
9956	98240	395123
9957	98249	395110
9958	98259	395100
9959	98269	395089
9960	98279	395082
9961	98288	395069
9962	98298	395058
9963	98311	395060
9964	98333	395101
9965	98342	395087
9966	98351	395073
9967	98360	395062
9968	98370	395052
9969	98380	395041
9970	98389	395029
9971	98399	395020
9972	98408	395004
9973	98419	395001
9974	98429	394990
9975	98437	394975
9976	98447	394963
9977	98456	394951
9978	98465	394937
9979	98474	394923
9980	98483	394909
9981	98491	394894
9982	98500	394879
9983	98509	394864
9984	98518	394853
9985	98528	394845
9986	98546	394867
9987	98557	394862
9988	98566	394849
9989	98576	394837
9990	98587	394833
9991	98601	394838
9992	98610	394826
9993	98619	394815
9994	98628	394800
9995	98637	394787
9996	98647	394777
9997	98657	394767
9998	98667	394757
9999	98675	394743
10000	98684	394727
10001	98693	394713
10002	98701	394698
10003	98710	394685
10004	98721	394677
10005	98730	394666
10006	98739	394653
10007	98748	394640
10008	98757	394626
10009	98766	394613
10010	98777	394605
10011	98788	394602
10012	98797	394589
10013	98807	394576
10014	98817	394571
10015	98826	394557
10016	98836	394546
10017	98845	394532
10018	98854	394518
10019	98863	394506
10020	98872	394491
10021	98882	394482
10022	98891	394471
10023	98900	394459
10024	98910	394446
10025	98919	394433
10026	98929	394424
10027	98937	394410
10028	98946	394394
10029	98954	394379
10030	98963	394363
10031	98972	394349
10032	98981	394336
10033	98990	394324
10034	98999	394311
10035	99008	394298
10036	99017	394285
10037	99027	394273
10038	99036	394260
10039	99046	394250
10040	99059	394253
10041	99068	394239
10042	99077	394228
10043	99086	394215
10044	99095	394200
10045	99104	394189
10046	99113	394175
10047	99125	394172
10048	99134	394160
10049	99143	394146
10050	99152	394133
10051	99160	394118
10052	99170	394108
10053	99180	394096
10054	99189	394085
10055	99199	394075
10056	99209	394063
10057	99220	394061
10058	99229	394046
10059	99238	394035
10060	99255	394053
10061	99266	394048
10062	99276	394039
10063	99285	394024
10064	99295	394016
10065	99305	394004
10066	99314	393992
10067	99325	393988
10068	99336	393980
10069	99346	393971
10070	99357	393966
10071	99367	393956
10072	99376	393946
10073	99386	393936
10074	99395	393922
10075	99404	393907
10076	99412	393891
10077	99421	393877
10078	99431	393867
10079	99439	393852
10080	99451	393849
10081	99463	393846
10082	99472	393836
10083	99483	393829
10084	99492	393815
10085	99500	393800
10086	99509	393786
10087	99521	393782
10088	99532	393779
10089	99543	393772
10090	99552	393761
10091	99561	393746
10092	99572	393741
10093	99583	393736
10094	99592	393722
10095	99602	393713
10096	99611	393701
10097	99621	393690
10098	99631	393683
10099	99641	393671
10100	99650	393659
10101	99661	393651
10102	99672	393646
10103	99680	393631
10104	99689	393618
10105	99698	393603
10106	99706	393588
10107	99716	393578
10108	99725	393565
10109	99734	393550
10110	99745	393544
10111	99754	393532
10112	99764	393521
10113	99773	393508
10114	99781	393492
10115	99790	393481
10116	99800	393468
10117	99809	393457
10118	99828	393482
10119	99839	393477
10120	99848	393463
10121	99857	393452
10122	99869	393451
10123	99878	393436
10124	99887	393423
10125	99896	393408
10126	99904	393393
10127	99916	393389
10128	99928	393388
10129	99938	393380
10130	99947	393368
10131	99957	393358
10132	99966	393345
10133	99975	393331
10134	99984	393316
10135	99992	393301
10136	100003	393295
10137	100011	393279
10138	100021	393268
10139	100030	393253
10140	100038	393239
10141	100047	393225
10142	100057	393215
10143	100067	393204
10144	100076	393191
10145	100085	393179
10146	100094	393165
10147	100104	393156
10148	100116	393154
10149	100125	393143
10150	100135	393134
10151	100145	393123
10152	100155	393112
10153	100164	393101
10154	100176	393098
10155	100184	393082
10156	100193	393068
10157	100201	393051
10158	100210	393036
10159	100219	393024
10160	100230	393018
10161	100238	393004
10162	100247	392989
10163	100256	392976
10164	100265	392964
10165	100275	392953
10166	100284	392941
10167	100293	392926
10168	100302	392913
10169	100313	392907
10170	100323	392898
10171	100332	392885
10172	100343	392881
10173	100352	392868
10174	100362	392857
10175	100371	392845
10176	100382	392837
10177	100391	392825
10178	100401	392816
10179	100411	392807
10180	100420	392793
10181	100431	392789
10182	100440	392773
10183	100449	392762
10184	100459	392752
10185	100468	392739
10186	100477	392724
10187	100486	392711
10188	100494	392697
10189	100504	392684
10190	100513	392674
10191	100526	392674
10192	100534	392659
10193	100543	392646
10194	100552	392632
10195	100561	392620
10196	100571	392610
10197	100581	392599
10198	100590	392588
10199	100600	392576
10200	100609	392563
10201	100617	392548
10202	100626	392535
10203	100635	392519
10204	100644	392508
10205	100653	392495
10206	100662	392480
10207	100670	392465
10208	100680	392453
10209	100691	392447
10210	100700	392435
10211	100711	392429
10212	100719	392413
10213	100728	392400
10214	100737	392387
10215	100746	392373
10216	100754	392358
10217	100764	392346
10218	100773	392332
10219	100781	392318
10220	100790	392304
10221	100800	392294
10222	100812	392292
10223	100821	392280
10224	100832	392275
10225	100841	392262
10226	100850	392249
10227	100859	392236
10228	100868	392220
10229	100877	392207
10230	100886	392193
10231	100894	392179
10232	100903	392166
10233	100915	392164
10234	100924	392151
10235	100934	392138
10236	100942	392123
10237	100951	392111
10238	100961	392099
10239	100970	392088
10240	100979	392076
10241	100988	392061
10242	100997	392048
10243	101008	392044
10244	101019	392038
10245	101030	392031
10246	101038	392016
10247	101047	392000
10248	101055	391986
10249	101064	391972
10250	101072	391955
10251	101081	391942
10252	101091	391930
10253	101101	391923
10254	101111	391912
10255	101120	391899
10256	101128	391883
10257	101137	391868
10258	101145	391853
10259	101155	391842
10260	101164	391828
10261	101172	391813
10262	101183	391805
10263	101192	391795
10264	101203	391790
10265	101213	391779
10266	101222	391765
10267	101230	391749
10268	101239	391734
10269	101247	391719
10270	101256	391704
10271	101264	391689
10272	101274	391680
10273	101283	391666
10274	101292	391654
10275	101302	391643
10276	101311	391630
10277	101321	391620
10278	101330	391606
10279	101338	391591
10280	101347	391579
10281	101357	391568
10282	101369	391565
10283	101378	391552
10284	101389	391549
10285	101398	391537
10286	101408	391526
10287	101418	391515
10288	101429	391512
10289	101438	391498
10290	101447	391485
10291	101457	391473
10292	101467	391464
10293	101475	391449
10294	101485	391439
10295	101496	391433
10296	101505	391422
10297	101515	391410
10298	101526	391405
10299	101535	391394
10300	101545	391385
10301	101554	391371
10302	101563	391357
10303	101573	391347
10304	101582	391335
10305	101591	391322
10306	101600	391310
10307	101610	391300
10308	101620	391289
10309	101629	391277
10310	101639	391266
10311	101647	391251
10312	101656	391237
10313	101667	391230
10314	101676	391219
10315	101687	391212
10316	101696	391198
10317	101705	391186
10318	101714	391173
10319	101723	391160
10320	101732	391147
10321	101741	391135
10322	101750	391121
10323	101759	391107
10324	101768	391095
10325	101781	391095
10326	101792	391093
10327	101802	391083
10328	101813	391077
10329	101822	391063
10330	101831	391049
10331	101840	391037
10332	101851	391032
10333	101860	391017
10334	101869	391006
10335	101877	390990
10336	101887	390977
10337	101895	390961
10338	101903	390946
10339	101913	390934
10340	101922	390921
10341	101932	390915
10342	101942	390903
10343	101951	390889
10344	101959	390875
10345	101969	390863
10346	101978	390851
10347	101987	390837
10348	101996	390824
10349	102007	390821
10350	102018	390813
10351	102026	390796
10352	102035	390785
10353	102044	390773
10354	102054	390760
10355	102062	390744
10356	102072	390734
10357	102081	390721
10358	102090	390710
10359	102099	390698
10360	102111	390695
10361	102122	390691
10362	102131	390677
10363	102141	390665
10364	102150	390651
10365	102159	390639
10366	102170	390635
10367	102179	390623
10368	102188	390610
10369	102198	390598
10370	102209	390595
10371	102218	390582
10372	102227	390568
10373	102235	390551
10374	102245	390540
10375	102253	390526
10376	102262	390512
10377	102272	390504
10378	102281	390489
10379	102289	390473
10380	102298	390458
10381	102307	390447
10382	102317	390435
10383	102326	390424
10384	102336	390413
10385	102345	390399
10386	102354	390386
10387	102363	390376
10388	102373	390363
10389	102382	390351
10390	102393	390346
10391	102402	390332
10392	102411	390320
10393	102419	390304
10394	102430	390298
10395	102439	390284
10396	102448	390270
10397	102457	390258
10398	102466	390245
10399	102475	390233
10400	102487	390232
10401	102496	390219
10402	102506	390208
10403	102515	390196
10404	102523	390180
10405	102532	390165
10406	102541	390153
10407	102550	390140
10408	102559	390127
10409	102568	390114
10410	102578	390102
10411	102587	390089
10412	102596	390077
10413	102605	390064
10414	102614	390051
10415	102623	390038
10416	102632	390026
10417	102642	390016
10418	102652	390006
10419	102663	390002
10420	102673	389991
10421	102683	389982
10422	102692	389969
10423	102703	389964
10424	102712	389952
10425	102724	389949
10426	102734	389941
10427	102744	389928
10428	102754	389920
10429	102766	389917
10430	102777	389915
10431	102788	389908
10432	102802	389913
10433	102811	389902
10434	102821	389891
10435	102832	389888
10436	102842	389875
10437	102850	389861
10438	102859	389848
10439	102868	389832
10440	102877	389820
10441	102886	389806
10442	102895	389794
10443	102904	389780
10444	102913	389767
10445	102922	389753
10446	102931	389740
10447	102942	389735
10448	102951	389723
10449	102959	389708
10450	102968	389695
10451	102977	389681
10452	102986	389669
10453	102998	389664
10454	103007	389653
10455	103017	389643
10456	103028	389636
10457	103037	389624
10458	103046	389612
10459	103055	389599
10460	103064	389585
10461	103073	389572
10462	103082	389560
10463	103091	389546
10464	103100	389532
10465	103109	389518
10466	103117	389505
10467	103128	389498
10468	103137	389485
10469	103147	389474
10470	103158	389468
10471	103168	389459
10472	103177	389447
10473	103188	389442
10474	103197	389428
10475	103205	389413
10476	103214	389399
10477	103223	389385
10478	103232	389372
10479	103240	389357
10480	103251	389349
10481	103260	389336
10482	103269	389324
10483	103280	389317
10484	103290	389307
10485	103299	389295
10486	103308	389282
10487	103316	389268
10488	103328	389263
10489	103336	389250
10490	103347	389241
10491	103357	389234
10492	103366	389219
10493	103376	389209
10494	103385	389198
10495	103395	389187
10496	103403	389173
10497	103412	389160
10498	103421	389146
10499	103430	389133
10500	103440	389123
10501	103452	389119
10502	103461	389108
10503	103470	389095
10504	103479	389083
10505	103489	389072
10506	103498	389061
10507	103507	389046
10508	103515	389030
10509	103525	389019
10510	103534	389006
10511	103543	388994
10512	103553	388984
10513	103563	388975
10514	103571	388960
10515	103581	388949
10516	103590	388936
10517	103600	388929
10518	103614	388933
10519	103622	388918
10520	103632	388907
10521	103642	388898
10522	103652	388889
10523	103661	388876
10524	103671	388867
10525	103681	388857
10526	103691	388847
10527	103700	388836
10528	103710	388824
10529	103720	388815
10530	103729	388803
10531	103739	388793
10532	103749	388785
10533	103762	388788
10534	103772	388778
10535	103783	388770
10536	103793	388761
10537	103805	388759
10538	103815	388751
10539	103825	388741
10540	103835	388732
10541	103844	388721
10542	103854	388709
10543	103863	388698
10544	103874	388692
10545	103887	388695
10546	103899	388692
10547	103912	388693
10548	103922	388683
10549	103931	388672
10550	103942	388664
10551	103951	388654
10552	103960	388641
10553	103970	388628
10554	103978	388614
10555	103987	388600
10556	103996	388586
10557	104006	388580
10558	104017	388573
10559	104026	388560
10560	104036	388549
10561	104044	388535
10562	104053	388522
10563	104062	388509
10564	104072	388497
10565	104082	388487
10566	104091	388474
10567	104100	388463
10568	104110	388453
10569	104119	388442
10570	104128	388428
10571	104138	388418
10572	104147	388406
10573	104156	388393
10574	104166	388383
10575	104175	388371
10576	104185	388361
10577	104195	388352
10578	104204	388340
10579	104214	388328
10580	104223	388317
10581	104233	388305
10582	104242	388293
10583	104251	388279
10584	104260	388266
10585	104269	388253
10586	104278	388241
10587	104287	388228
10588	104296	388216
10589	104306	388205
10590	104314	388190
10591	104323	388176
10592	104333	388165
10593	104343	388156
10594	104352	388144
10595	104360	388130
10596	104369	388114
10597	104378	388103
10598	104388	388091
10599	104397	388079
10600	104406	388066
10601	104416	388056
10602	104425	388044
10603	104434	388032
10604	104445	388025
10605	104453	388011
10606	104463	387998
10607	104472	387987
10608	104481	387974
10609	104490	387961
10610	104499	387949
10611	104508	387936
10612	104518	387925
10613	104529	387921
10614	104538	387908
10615	104547	387895
10616	104557	387884
10617	104565	387869
10618	104575	387859
10619	104590	387868
10620	104599	387855
10621	104608	387842
10622	104617	387831
10623	104630	387829
10624	104638	387816
10625	104648	387803
10626	104656	387790
10627	104665	387777
10628	104675	387766
10629	104685	387755
10630	104694	387743
10631	104704	387734
10632	104716	387733
10633	104732	387744
10634	104747	387754
10635	104757	387745
10636	104766	387732
10637	104775	387718
10638	104785	387712
10639	104802	387728
10640	104814	387723
10641	104824	387716
10642	104837	387716
10643	104848	387711
10644	104858	387702
10645	104869	387697
10646	104878	387685
10647	104887	387670
10648	104896	387659
10649	104907	387650
10650	104917	387643
10651	104927	387633
10652	104937	387623
10653	104946	387612
10654	104956	387600
10655	104965	387587
10656	104974	387575
10657	104983	387562
10658	104992	387550
10659	105002	387540
10660	105011	387526
10661	105022	387523
10662	105035	387523
10663	105044	387512
10664	105053	387498
10665	105063	387489
10666	105075	387486
10667	105088	387487
10668	105097	387475
10669	105106	387460
10670	105115	387448
10671	105124	387436
10672	105133	387423
10673	105142	387409
10674	105152	387400
10675	105168	387412
10676	105178	387403
10677	105186	387389
10678	105196	387377
10679	105205	387367
10680	105214	387354
10681	105223	387338
10682	105232	387326
10683	105243	387321
10684	105252	387307
10685	105260	387292
10686	105269	387279
10687	105278	387263
10688	105287	387250
10689	105295	387237
10690	105306	387228
10691	105314	387213
10692	105323	387199
10693	105332	387187
10694	105342	387179
10695	105352	387168
10696	105361	387156
10697	105370	387143
10698	105379	387130
10699	105388	387116
10700	105397	387104
10701	105406	387090
10702	105414	387076
10703	105424	387064
10704	105433	387052
10705	105443	387041
10706	105452	387028
10707	105461	387015
10708	105470	387002
10709	105479	386991
10710	105488	386978
10711	105496	386961
10712	105505	386949
10713	105514	386937
10714	105524	386926
10715	105534	386915
10716	105544	386907
10717	105553	386894
10718	105563	386884
10719	105572	386872
10720	105585	386875
10721	105595	386865
10722	105608	386865
10723	105617	386855
10724	105626	386842
10725	105636	386831
10726	105647	386825
10727	105662	386834
10728	105671	386822
10729	105680	386809
10730	105690	386798
10731	105700	386790
10732	105709	386776
10733	105718	386766
10734	105727	386752
10735	105739	386749
10736	105747	386734
10737	105756	386721
10738	105766	386709
10739	105778	386706
10740	105786	386693
10741	105796	386683
10742	105805	386668
10743	105814	386656
10744	105823	386644
10745	105832	386632
10746	105844	386628
10747	105855	386622
10748	105865	386613
10749	105877	386612
10750	105886	386600
10751	105897	386592
10752	105906	386581
10753	105916	386569
10754	105926	386561
10755	105936	386552
10756	105946	386543
10757	105955	386530
10758	105964	386518
10759	105974	386508
10760	105984	386497
10761	105993	386484
10762	106002	386473
10763	106013	386465
10764	106022	386452
10765	106031	386442
10766	106040	386429
10767	106050	386417
10768	106059	386406
10769	106069	386395
10770	106077	386380
10771	106088	386374
10772	106104	386387
10773	106113	386374
10774	106122	386362
10775	106132	386350
10776	106141	386337
10777	106150	386326
10778	106160	386317
10779	106169	386305
10780	106179	386294
10781	106189	386284
10782	106198	386270
10783	106208	386263
10784	106217	386249
10785	106228	386242
10786	106237	386231
10787	106247	386220
10788	106256	386209
10789	106269	386212
10790	106278	386198
10791	106288	386188
10792	106299	386181
10793	106308	386168
10794	106317	386157
10795	106326	386142
10796	106336	386132
10797	106345	386122
10798	106354	386109
10799	106363	386094
10800	106372	386081
10801	106381	386070
10802	106390	386056
10803	106399	386044
10804	106409	386034
10805	106418	386022
10806	106428	386011
10807	106436	385997
10808	106445	385982
10809	106455	385972
10810	106465	385963
10811	106474	385951
10812	106484	385941
10813	106494	385931
10814	106503	385919
10815	106513	385909
